"","iso_code","country","year","co2","consumption_co2","co2_growth_prct","co2_growth_abs","trade_co2","co2_per_capita","consumption_co2_per_capita","share_global_co2","cumulative_co2","share_global_cumulative_co2","co2_per_gdp","consumption_co2_per_gdp","co2_per_unit_energy","coal_co2","cement_co2","flaring_co2","gas_co2","oil_co2","other_industry_co2","cement_co2_per_capita","coal_co2_per_capita","flaring_co2_per_capita","gas_co2_per_capita","oil_co2_per_capita","other_co2_per_capita","trade_co2_share","share_global_cement_co2","share_global_coal_co2","share_global_flaring_co2","share_global_gas_co2","share_global_oil_co2","share_global_other_co2","cumulative_cement_co2","cumulative_coal_co2","cumulative_flaring_co2","cumulative_gas_co2","cumulative_oil_co2","cumulative_other_co2","share_global_cumulative_cement_co2","share_global_cumulative_coal_co2","share_global_cumulative_flaring_co2","share_global_cumulative_gas_co2","share_global_cumulative_oil_co2","share_global_cumulative_other_co2","total_ghg","ghg_per_capita","methane","methane_per_capita","nitrous_oxide","nitrous_oxide_per_capita","population","gdp","primary_energy_consumption","energy_per_capita","energy_per_gdp","Region","Subregion","Notes","Country code","Type","Parent code","1950","1951","1952","1953","1954","1955","1956","1957","1958","1959","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020"
"21","BEN","Benin",2019,7.998,NA,3.07,0.238,NA,0.678,NA,0.02,111.579,0.01,NA,NA,NA,0.308,0.698,NA,0.08,6.913,NA,0.059,0.026,NA,0.007,0.586,NA,NA,0.04,0,NA,0,0.06,NA,11.677,1.598,NA,0.293,98.011,NA,0.03,0,NA,0,0.02,NA,NA,NA,NA,NA,NA,NA,11801151,NA,NA,NA,NA,"Africa","SUB-SAHARAN AFRICA",NA,204,"Country/Area",914,2255.222,2258.475,2264.862,2274.484,2287.376,2303.592,2323.052,2345.712,2371.455,2400.129,2431.617,2465.865,2502.897,2542.864,2585.961,2632.361,2682.159,2735.308,2791.588,2850.657,2912.338,2976.575,3043.563,3113.681,3187.413,3265.167,3347.169,3433.445,3523.933,3618.519,3717.161,3820.126,3927.717,4039.94,4156.819,4278.502,4404.504,4535.262,4672.844,4820.02,4978.489,5149.496,5331.805,5521.761,5714.215,5905.552,6094.272,6281.644,6470.275,6664.102,6865.946,7076.728,7295.4,7520.556,7750.003,7982.223,8216.893,8454.79,8696.915,8944.713,9199.254,9460.829,9729.254,10004.594,10286.839,10575.962,10872.072,11175.192,11485.035,11801.151,12123.198
"22","BMU","Bermuda",2019,0.632,NA,-2.62,-0.017,NA,10.11,NA,0,28.453,0,NA,NA,NA,NA,NA,NA,NA,0.632,NA,NA,NA,NA,NA,10.11,NA,NA,NA,NA,NA,NA,0.01,NA,NA,NA,NA,NA,28.413,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,62508,NA,NA,NA,NA,"Northern America","NORTHERN AMERICA",14,60,"Country/Area",918,37.256,37.8,38.437,39.142,39.914,40.709,41.535,42.37,43.227,44.091,44.986,45.899,46.815,47.723,48.592,49.382,50.118,50.785,51.387,51.979,52.565,53.154,53.75,54.327,54.882,55.399,55.877,56.318,56.751,57.17,57.58,57.987,58.39,58.785,59.181,59.594,60.011,60.422,60.839,61.243,61.63,62.012,62.391,62.75,63.101,63.439,63.77,64.092,64.39,64.704,65.017,65.33,65.652,65.936,66.156,66.26,66.24,66.126,65.94,65.675,65.388,65.076,64.737,64.381,64.038,63.695,63.36,63.04,62.763,62.508,62.273
"23","BTN","Bhutan",2019,1.707,NA,2.69,0.045,NA,2.237,NA,0,17.285,0,NA,NA,NA,0.773,0.359,NA,NA,0.575,NA,0.471,1.013,NA,NA,0.753,NA,NA,0.02,0.01,NA,NA,0,NA,3.853,5.368,NA,NA,8.065,NA,0.01,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,763094,NA,NA,NA,NA,"Asia","CENTRAL AND SOUTHERN ASIA",NA,64,"Country/Area",5501,176.796,180.813,184.759,188.783,193.006,197.458,202.194,207.197,212.424,217.808,223.284,228.849,234.552,240.529,246.961,253.993,261.664,269.944,278.731,287.886,297.307,306.957,316.822,326.986,337.491,348.395,359.721,371.424,383.324,395.192,406.883,418.107,428.938,439.823,451.471,464.264,478.683,494.313,509.532,522.173,530.801,534.637,534.525,532.59,531.905,534.629,541.471,551.713,564.378,577.886,591.014,603.643,616.025,627.84,638.809,648.744,657.404,664.873,671.611,678.329,685.502,693.297,701.582,710.235,719.053,727.885,736.706,745.563,754.396,763.094,771.612
"24","BIH","Bosnia and Herzegovina",2019,26.621,NA,20.53,4.535,NA,8.065,NA,0.07,935.34,0.06,NA,NA,NA,21.229,0.32,NA,0.467,4.605,NA,0.097,6.431,NA,0.142,1.395,NA,NA,0.02,0.15,NA,0.01,0.04,NA,10.803,741.036,NA,23.861,159.315,NA,0.03,0.1,NA,0.01,0.03,NA,NA,NA,NA,NA,NA,NA,3300998,NA,NA,NA,NA,"Europe","EUROPE",NA,70,"Country/Area",925,2661.296,2710.653,2764.711,2821.306,2878.842,2936.3,2993.279,3049.928,3106.896,3165.192,3225.664,3288.604,3353.228,3417.573,3478.999,3535.632,3586.63,3632.678,3675.448,3717.476,3760.536,3805.286,3851.153,3897.259,3942.221,3985.107,4025.271,4063.188,4100.355,4138.816,4179.85,4222.479,4265.183,4307.907,4350.566,4392.135,4435.925,4479.516,4509.462,4507.819,4463.422,4369.32,4233.673,4078.94,3936.527,3829.049,3764.419,3736.07,3734.338,3743.353,3751.176,3755.514,3759.389,3762.179,3764.194,3765.332,3765.422,3762.791,3754.261,3735.945,3705.478,3661.173,3604.972,3542.598,3482.106,3429.362,3386.263,3351.534,3323.929,3300.998,3280.815
"25","BWA","Botswana",2019,6.316,NA,-7.32,-0.499,NA,2.742,NA,0.02,142.527,0.01,NA,NA,NA,3.448,0.006,NA,NA,2.863,NA,0.002,1.496,NA,NA,1.243,NA,NA,0,0.02,NA,NA,0.02,NA,0.247,83.144,NA,NA,59.132,NA,0,0.01,NA,NA,0.01,NA,NA,NA,NA,NA,NA,NA,2303703,NA,NA,NA,NA,"Africa","SUB-SAHARAN AFRICA",NA,72,"Country/Area",913,412.541,424.002,435.031,445.334,454.78,463.353,471.234,478.664,486.08,493.96,502.733,512.688,523.777,535.692,547.87,559.996,571.957,584.098,596.946,611.297,627.714,646.35,667.096,689.906,714.701,741.346,769.982,800.532,832.467,865.073,897.86,930.412,962.859,996.124,1031.439,1069.585,1110.948,1154.904,1200.073,1244.484,1286.756,1326.321,1363.541,1399.11,1434.061,1469.173,1504.724,1540.424,1575.827,1610.26,1643.333,1674.674,1704.637,1734.387,1765.533,1799.077,1835.911,1875.458,1915.636,1953.495,1987.106,2015.406,2039.551,2062.551,2088.619,2120.716,2159.925,2205.076,2254.067,2303.703,2351.625
"26","BRA","Brazil",2019,465.716,NA,-0.2,-0.934,NA,2.207,NA,1.28,15125.104,0.92,NA,NA,0.135,65.71,19.647,2.924,66.084,311.351,NA,0.093,0.311,0.014,0.313,1.475,NA,NA,1.26,0.46,0.68,0.87,2.52,NA,739.059,2399.624,151.682,1151.149,10683.59,NA,1.78,0.31,0.89,0.48,1.84,NA,NA,NA,NA,NA,NA,NA,211049519,NA,3445.401,16325.047,NA,"Latin America and the Caribbean","LATIN AMERICA AND THE CARIBBEAN",NA,76,"Country/Area",931,53974.728,55606.413,57283.658,58999.276,60749.49,62533.92,64355.709,66221.469,68140.426,70123.372,72179.235,74311.338,76514.329,78772.647,81064.572,83373.533,85696.502,88035.815,90387.079,92746.607,95113.265,97482.928,99859.388,102259.497,104706.193,107216.209,109790.943,112425.392,115121.158,117878.412,120694.012,123570.327,126498.322,129448.815,132383.569,135274.083,138108.915,140891.606,143627.505,146328.305,149003.225,151648.007,154259.382,156849.086,159432.717,162019.889,164614.682,167209.046,169785.253,172318.674,174790.339,177196.051,179537.523,181809.244,184006.479,186127.108,188167.353,190130.445,192030.362,193886.505,195713.637,197514.541,199287.292,201035.904,202763.744,204471.759,206163.056,207833.825,209469.32,211049.519,212559.409
"27","VGB","British Virgin Islands",2019,0.169,NA,-2.62,-0.005,NA,5.628,NA,0,5.384,0,NA,NA,NA,NA,NA,NA,NA,0.169,NA,NA,NA,NA,NA,5.628,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,5.384,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,30033,NA,NA,NA,NA,"Latin America and the Caribbean","LATIN AMERICA AND THE CARIBBEAN",14,92,"Country/Area",915,7.437,7.5,7.547,7.597,7.628,7.68,7.725,7.78,7.855,7.944,8.053,8.164,8.319,8.469,8.644,8.836,9.022,9.213,9.427,9.621,9.83,10.012,10.21,10.391,10.551,10.697,10.821,10.923,11.041,11.226,11.471,11.821,12.25,12.755,13.317,13.951,14.646,15.39,16.155,16.867,17.489,18.007,18.443,18.783,19.068,19.307,19.508,19.66,19.82,20.026,20.313,20.675,21.128,21.674,22.329,23.106,24.022,25.05,26.096,27.035,27.796,28.326,28.654,28.85,28.985,29.148,29.355,29.567,29.795,30.033,30.237
"28","BGR","Bulgaria",2019,42.006,NA,-3.55,-1.545,NA,6.001,NA,0.12,3790.746,0.23,NA,NA,0.202,20.169,1.224,0.712,5.414,13.234,1.255,0.175,2.881,0.102,0.773,1.89,0.179,NA,0.08,0.14,0.17,0.07,0.11,1.09,103.712,2128.311,8.54,331.161,1194.402,24.62,0.25,0.28,0.05,0.14,0.21,0.69,NA,NA,NA,NA,NA,NA,7000117,NA,207.545,29649.22,NA,"Europe","EUROPE",NA,100,"Country/Area",923,7250.996,7310.533,7372.016,7434.686,7497.95,7561.487,7625.194,7689.135,7753.612,7819.004,7885.607,7953.472,8022.157,8090.703,8157.834,8222.588,8284.449,8343.494,8400.012,8454.584,8507.541,8559.035,8608.66,8655.707,8699.174,8738.386,8772.556,8801.899,8828.03,8853.207,8878.787,8905.097,8930.708,8953.122,8968.909,8975.353,8972.555,8960.554,8936.652,8897.541,8841.466,8767,8676.379,8576.042,8474.822,8379.305,8291.97,8211.804,8137.669,8067.005,7997.951,7930.7,7866.242,7804.306,7744.63,7686.964,7631.02,7576.675,7524.084,7473.509,7425.011,7378.652,7334.007,7290.092,7245.648,7199.739,7151.948,7102.452,7051.61,7000.117,6948.445
"29","BFA","Burkina Faso",2019,4.301,NA,3.89,0.161,NA,0.212,NA,0.01,60.158,0,NA,NA,NA,NA,0.117,NA,NA,4.184,NA,0.006,NA,NA,NA,0.206,NA,NA,0.01,NA,NA,NA,0.03,NA,2.314,NA,NA,NA,57.844,NA,0.01,NA,NA,NA,0.01,NA,NA,NA,NA,NA,NA,NA,20321383,NA,NA,NA,NA,"Africa","SUB-SAHARAN AFRICA",NA,854,"Country/Area",914,4284.455,4324.493,4367.137,4413.202,4463.165,4517.155,4574.945,4635.951,4699.345,4764.085,4829.289,4894.58,4960.328,5027.811,5098.891,5174.874,5256.36,5343.025,5434.046,5528.172,5624.592,5723.378,5825.174,5930.493,6040.045,6154.554,6274.032,6398.933,6530.82,6671.656,6822.837,6985.166,7158.259,7340.91,7531.239,7727.908,7930.689,8140.08,8356.313,8579.818,8811.033,9050.086,9297.11,9552.473,9816.584,10089.88,10372.734,10665.552,10968.722,11282.696,11607.951,11944.589,12293.097,12654.624,13030.576,13421.935,13829.173,14252.029,14689.725,15141.098,15605.211,16081.915,16571.252,17072.791,17586.029,18110.616,18646.35,19193.236,19751.466,20321.383,20903.278
"30","BDI","Burundi",2019,0.58,NA,2.07,0.012,NA,0.05,NA,0,12.219,0,NA,NA,NA,0.018,0.04,NA,NA,0.522,NA,0.004,0.002,NA,NA,0.045,NA,NA,0,0,NA,NA,0,NA,0.31,0.618,NA,NA,11.29,NA,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,11530577,NA,NA,NA,NA,"Africa","SUB-SAHARAN AFRICA",NA,108,"Country/Area",910,2308.927,2360.442,2406.034,2449.089,2492.192,2537.15,2584.913,2635.622,2688.751,2743.202,2797.925,2852.438,2907.32,2964.416,3026.292,3094.378,3170.496,3253.215,3336.93,3413.909,3479.07,3530,3569.655,3605.12,3646.428,3700.879,3770.87,3854.446,3949.264,4051.239,4157.296,4266.52,4379.727,4497.544,4621.096,4750.832,4886.745,5027.143,5168.703,5307.069,5438.959,5564.923,5685.569,5798.054,5898.964,5987.044,6060.11,6122.13,6185.564,6267.132,6378.871,6525.546,6704.118,6909.161,7131.688,7364.857,7607.85,7862.226,8126.104,8397.661,8675.606,8958.406,9245.992,9540.302,9844.301,10160.034,10488.002,10827.01,11175.379,11530.577,11890.781
"31","KHM","Cambodia",2019,16.027,NA,3.54,0.548,NA,0.972,NA,0.04,143.841,0.01,NA,NA,NA,8.085,0.612,NA,NA,7.33,NA,0.037,0.49,NA,NA,0.445,NA,NA,0.04,0.06,NA,NA,0.06,NA,6.299,26.863,NA,NA,110.679,NA,0.02,0,NA,NA,0.02,NA,NA,NA,NA,NA,NA,NA,16486542,NA,NA,NA,NA,"Asia","EASTERN AND SOUTH-EASTERN ASIA",NA,116,"Country/Area",920,4432.724,4537.664,4656.427,4783.2,4913.749,5045.283,5176.644,5308.126,5441.323,5578.695,5722.372,5872.968,6028.434,6183.586,6331.443,6467.191,6585.034,6685.961,6779.778,6880.623,6996.576,7139.64,7302.114,7449.233,7533.332,7524.457,7404.687,7196.042,6957.267,6770.393,6693.759,6749.849,6919.803,7170.004,7447.844,7714.894,7960.952,8198.082,8435.909,8691.331,8975.597,9289.298,9623.899,9970.727,10317.901,10656.145,10982.919,11298.594,11600.51,11886.464,12155.241,12405.411,12637.719,12856.171,13066.475,13273.355,13477.705,13679.953,13883.835,14093.605,14312.205,14541.421,14780.454,15026.33,15274.506,15521.435,15766.29,16009.413,16249.795,16486.542,16718.971
"32","CMR","Cameroon",2019,7.593,NA,0.34,0.026,NA,0.293,NA,0.02,203.737,0.01,NA,NA,NA,NA,1.009,NA,0.997,5.587,NA,0.039,NA,NA,0.038,0.216,NA,NA,0.06,NA,NA,0.01,0.05,NA,16.106,NA,NA,10.141,177.388,NA,0.04,NA,NA,0,0.03,NA,NA,NA,NA,NA,NA,NA,25876387,NA,NA,NA,NA,"Africa","SUB-SAHARAN AFRICA",NA,120,"Country/Area",911,4307.021,4383.964,4462.133,4541.788,4623.28,4707,4793.394,4883.012,4976.413,5074.196,5176.92,5285.015,5398.73,5518.104,5643.039,5773.538,5909.874,6052.419,6201.41,6357.096,6519.754,6689.659,6867.17,7052.847,7247.284,7451.057,7664.398,7887.571,8121.081,8365.56,8621.409,8888.534,9166.813,9456.496,9757.849,10070.806,10395.481,10731.058,11075.423,11425.807,11780.086,12137.912,12499.499,12864.091,13230.978,13599.984,13970.812,14344.444,14723.772,15112.598,15513.944,15928.91,16357.605,16800.869,17259.322,17733.408,18223.677,18730.283,19252.674,19789.922,20341.236,20906.392,21485.267,22077.3,22681.853,23298.376,23926.549,24566.07,25216.261,25876.387,26545.864
"33","CAN","Canada",2019,576.651,NA,-1.68,-9.854,NA,15.414,NA,1.58,33113.538,2,NA,NA,0.146,51.656,7.171,15.65,234.2,265.863,2.111,0.192,1.381,0.418,6.26,7.106,0.056,NA,0.46,0.36,3.64,3.08,2.15,1.83,361.262,9616.087,587.587,7877.761,14587.553,83.288,0.87,1.25,3.44,3.31,2.51,2.34,NA,NA,NA,NA,NA,NA,37411038,NA,3948.352,105539.881,NA,"Northern America","NORTHERN AMERICA",NA,124,"Country/Area",918,13733.398,14078.449,14445.453,14834.905,15245.416,15673.764,16114.734,16561.263,17004.835,17436.204,17847.404,18233.965,18596.848,18943.237,19284.228,19627.973,19975.695,20324.786,20674.999,21025.257,21374.326,21723.465,22072.193,22415.313,22745.896,23059.266,23354.587,23634.377,23901.716,24161.133,24416.885,24668.159,24916.538,25171.436,25444.886,25744.807,26075.504,26432.894,26806.125,27179.497,27541.323,27888.813,28224.41,28547.964,28860.734,29164.153,29457.82,29742.378,30022.078,30302.511,30588.379,30880.072,31178.26,31488.046,31815.49,32164.313,32536.994,32930.795,33337.638,33746.093,34147.566,34539.156,34922.031,35296.535,35664.338,36026.668,36382.942,36732.091,37074.558,37411.038,37742.157
"34","CAF","Central African Republic",2019,0.308,NA,2.39,0.007,NA,0.065,NA,0,11.996,0,NA,NA,NA,NA,NA,NA,NA,0.308,NA,NA,NA,NA,NA,0.065,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,11.996,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,4745179,NA,NA,NA,NA,"Africa","SUB-SAHARAN AFRICA",NA,140,"Country/Area",911,1326.66,1341.722,1356.12,1370.516,1385.454,1401.337,1418.483,1437.062,1457.12,1478.677,1501.668,1526.057,1551.908,1579.375,1608.618,1639.706,1673.019,1708.306,1744.198,1778.87,1811.157,1840.517,1867.786,1894.85,1924.386,1958.367,1997.017,2039.914,2087.662,2140.778,2199.359,2264.441,2335.339,2408.322,2478.382,2542.17,2597.765,2646.836,2693.974,2745.735,2806.74,2878.507,2959.236,3046.148,3135.017,3222.662,3308.235,3392.432,3475.485,3558.019,3640.421,3722.016,3802.129,3881.185,3959.883,4038.38,4118.075,4198.004,4273.368,4337.623,4386.765,4418.639,4436.411,4447.945,4464.171,4493.171,4537.683,4596.023,4666.375,4745.179,4829.764
"35","TCD","Chad",2019,1.03,NA,2.21,0.022,NA,0.065,NA,0,25.071,0,NA,NA,NA,NA,0.077,NA,NA,0.953,NA,0.005,NA,NA,NA,0.06,NA,NA,0,NA,NA,NA,0.01,NA,0.584,NA,NA,NA,24.488,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,15946882,NA,NA,NA,NA,"Africa","SUB-SAHARAN AFRICA",NA,148,"Country/Area",911,2502.321,2543.879,2588.874,2636.247,2685.188,2735.205,2786.048,2837.77,2890.636,2945.1,3001.604,3060.365,3121.226,3183.576,3246.527,3309.583,3372.182,3434.817,3499.37,3568.402,3643.608,3726.189,3815.253,3907.891,3999.918,4088.568,4173.131,4255.242,4337.292,4422.743,4514.427,4612.858,4718.157,4832.316,4957.561,5095.4,5247.281,5412.844,5589.624,5773.93,5963.25,6157.085,6356.741,6563.925,6781.057,7010.159,7250.974,7503.494,7770.053,8053.532,8355.654,8678.049,9019.226,9373.913,9734.761,10096.63,10457.122,10818.031,11183.589,11560.142,11952.134,12360.986,12784.748,13220.433,13663.562,14110.971,14561.658,15016.761,15477.727,15946.882,16425.859
"36","CHL","Chile",2019,84.267,NA,-1.82,-1.562,NA,4.446,NA,0.23,2821.995,0.17,NA,NA,0.183,24.445,0.882,0.029,11.479,47.431,NA,0.046,1.29,0.002,0.606,2.503,NA,NA,0.06,0.17,0.01,0.15,0.38,NA,55.774,872.744,78.66,297.639,1517.177,NA,0.13,0.11,0.46,0.13,0.26,NA,NA,NA,NA,NA,NA,NA,18952035,NA,459.951,24269.273,NA,"Latin America and the Caribbean","LATIN AMERICA AND THE CARIBBEAN",NA,152,"Country/Area",931,6598.518,6729.58,6869.714,7016.465,7167.909,7322.655,7479.848,7639.207,7800.869,7965.324,8132.988,8303.804,8476.895,8650.39,8821.855,8989.607,9152.848,9312.091,9468.851,9625.304,9783.134,9942.716,10103.675,10265.827,10428.803,10592.31,10756.876,10922.777,11089.165,11254.877,11419.35,11582.02,11743.909,11907.955,12078.137,12257.238,12445.833,12642.917,12847.712,13058.758,13274.617,13495.255,13719.818,13944.934,14166.346,14380.864,14587.367,14786.227,14977.736,15162.801,15342.35,15516.112,15684.413,15849.649,16014.972,16182.713,16354.507,16530.201,16708.255,16886.184,17062.531,17233.584,17400.359,17571.511,17758.969,17969.356,18209.072,18470.435,18729.166,18952.035,19116.209
"37","CHN","China",2019,10174.681,NA,2.19,218.113,NA,7.096,NA,27.92,219985.862,13.31,NA,NA,0.258,7235.953,826.876,NA,593.673,1518.179,NA,0.577,5.047,NA,0.414,1.059,NA,NA,52.88,50.38,NA,7.8,12.29,NA,13882.773,169509.854,NA,5564.152,30998.471,NA,33.37,21.95,NA,2.34,5.34,NA,NA,NA,NA,NA,NA,NA,1433783692,NA,39360.925,27452.478,NA,"Asia","EASTERN AND SOUTH-EASTERN ASIA",9,156,"Country/Area",906,554419.269,569909.108,582576.497,593365.882,603052.316,612241.552,621363.233,630677.648,640295.777,650212.731,660408.054,670952.701,682102.654,694339.084,708254.602,724218.97,742414.887,762581.176,784074.715,805985.941,827601.385,848759.709,869485.962,889485.368,908464.206,926240.889,942685.412,957891.271,972205.441,986132.214,1000089.228,1014022.211,1027948.989,1042431.401,1058171.973,1075589.363,1095014.106,1116095.475,1137724.234,1158357.393,1176883.681,1192897.277,1206711.243,1218817.059,1230020.026,1240920.539,1251636.178,1261996.017,1271982.349,1281514.833,1290550.767,1299129.747,1307352.256,1315303.522,1323084.639,1330776.38,1338408.644,1345993.891,1353569.48,1361169.41,1368810.604,1376497.633,1384206.408,1391883.335,1399453.966,1406847.868,1414049.353,1421021.794,1427647.789,1433783.692,1439323.774
"38","COL","Colombia",2019,102.202,NA,10.81,9.974,NA,2.03,NA,0.28,3340.981,0.2,NA,NA,0.191,22.758,5.324,0.993,24.431,48.697,NA,0.106,0.452,0.02,0.485,0.967,NA,NA,0.34,0.16,0.23,0.32,0.39,NA,178.988,723.209,60.063,617.986,1760.734,NA,0.43,0.09,0.35,0.26,0.3,NA,NA,NA,NA,NA,NA,NA,50339443,NA,534.511,10618.229,NA,"Latin America and the Caribbean","LATIN AMERICA AND THE CARIBBEAN",NA,170,"Country/Area",931,11981.576,12295.965,12633.899,12993.849,13374.543,13774.999,14194.561,14632.794,15089.522,15564.624,16057.714,16567.817,17092.919,17629.978,18175.187,18725.242,19279.734,19837.508,20393.704,20942.453,21480.064,22003.983,22516.429,23024.512,23538.39,24065.502,24608.102,25164.544,25733.669,26312.996,26900.508,27496.608,28101.824,28714.183,29331.23,29951.194,30572.479,31195.417,31822.527,32457.497,33102.569,33758.328,34422.568,35091.272,35758.978,36421.438,37076.387,37723.803,38364.307,38999.468,39629.965,40255.956,40875.363,41483.872,42075.953,42647.731,43200.901,43737.512,44254.972,44750.054,45222.699,45662.747,46075.721,46495.492,46967.706,47520.667,48175.048,48909.844,49661.056,50339.443,50882.884
"39","COM","Comoros",2019,0.253,NA,2.92,0.007,NA,0.298,NA,0,4.79,0,NA,NA,NA,NA,NA,NA,NA,0.253,NA,NA,NA,NA,NA,0.298,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,4.79,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,850891,NA,NA,NA,NA,"Africa","SUB-SAHARAN AFRICA",NA,174,"Country/Area",910,159.459,163.146,166.538,169.748,172.853,175.906,178.946,181.99,185.046,188.088,191.122,194.149,197.202,200.371,203.762,207.429,211.477,215.9,220.574,225.324,230.055,234.645,239.229,244.207,250.107,257.285,265.958,275.903,286.628,297.451,307.831,317.617,326.944,336.088,345.455,355.337,365.765,376.647,387.964,399.638,411.598,423.873,436.454,449.27,462.28,475.394,488.625,501.955,515.382,528.853,542.358,555.895,569.48,583.213,597.23,611.625,626.427,641.624,657.227,673.251,689.696,706.578,723.865,741.511,759.39,777.435,795.597,813.89,832.322,850.891,869.595
"40","COG","Congo",2019,3.457,NA,-1.74,-0.061,NA,0.642,NA,0.01,75.394,0,NA,NA,NA,NA,0.368,NA,1.042,2.047,NA,0.068,NA,NA,0.194,0.38,NA,NA,0.02,NA,NA,0.01,0.02,NA,2.839,NA,NA,8.362,58.445,NA,0.01,NA,NA,0,0.01,NA,NA,NA,NA,NA,NA,NA,5380504,NA,NA,NA,NA,"Africa","SUB-SAHARAN AFRICA",NA,178,"Country/Area",911,827.246,842.483,858.407,875.106,892.633,911.033,930.381,950.719,972.1,994.599,1018.254,1043.119,1069.236,1096.638,1125.354,1155.389,1186.782,1219.547,1253.761,1289.519,1326.894,1365.891,1406.51,1448.632,1492.055,1536.658,1582.361,1629.218,1677.326,1726.865,1777.932,1830.629,1884.873,1940.454,1996.994,2054.308,2112.359,2171.319,2231.462,2293.161,2356.74,2422.312,2489.945,2559.88,2632.345,2707.532,2785.815,2867.283,2951.651,3038.432,3127.42,3217.93,3310.376,3406.915,3510.468,3622.775,3745.143,3876.123,4011.487,4145.4,4273.738,4394.842,4510.197,4622.757,4736.965,4856.093,4980.996,5110.701,5244.363,5380.504,5518.092
"41","COK","Cook Islands",2019,0.077,NA,6.54,0.005,NA,4.414,NA,0,1.997,0,NA,NA,NA,NA,NA,NA,NA,0.077,NA,NA,NA,NA,NA,4.414,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,1.997,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,17547,NA,NA,NA,NA,"Oceania","OCEANIA (EXCLUDING AUSTRALIA AND NEW ZEALAND)",21,184,"Country/Area",957,15.071,15.411,15.634,15.83,16.056,16.35,16.712,17.12,17.539,17.92,18.213,18.38,18.452,18.507,18.628,18.894,19.329,19.89,20.496,20.985,21.301,21.399,21.309,21.056,20.691,20.225,19.689,19.068,18.44,17.902,17.519,17.306,17.271,17.343,17.473,17.592,17.702,17.794,17.898,18.026,18.195,18.419,18.678,18.934,19.081,19.105,18.948,18.653,18.313,18.042,17.935,18.017,18.274,18.609,18.892,19.07,19.094,18.994,18.808,18.602,18.392,18.2,18.009,17.834,17.685,17.581,17.521,17.505,17.519,17.547,17.564
"42","CRI","Costa Rica",2019,8.508,NA,3.13,0.258,NA,1.686,NA,0.02,246.801,0.01,NA,NA,NA,0.032,0.621,NA,NA,7.854,NA,0.123,0.006,NA,NA,1.556,NA,NA,0.04,0,NA,NA,0.06,NA,20.351,0.859,NA,NA,225.591,NA,0.05,0,NA,NA,0.04,NA,NA,NA,NA,NA,NA,NA,5047561,NA,NA,NA,NA,"Latin America and the Caribbean","LATIN AMERICA AND THE CARIBBEAN",NA,188,"Country/Area",916,945.683,972.151,1002.444,1035.862,1071.875,1110.088,1150.271,1192.362,1236.387,1282.503,1330.787,1381.187,1433.346,1486.555,1539.942,1592.834,1645.076,1696.742,1747.69,1797.891,1847.394,1896.074,1944.17,1992.522,2042.242,2094.186,2148.681,2205.618,2264.942,2326.46,2389.973,2455.593,2523.358,2593.015,2664.22,2736.719,2810.245,2884.856,2960.932,3039.015,3119.436,3202.083,3286.525,3372.298,3458.829,3545.524,3632.361,3718.952,3803.893,3885.428,3962.369,4034.074,4100.922,4164.053,4225.156,4285.504,4345.421,4404.626,4463.123,4520.739,4577.371,4633.086,4688.003,4742.111,4795.39,4847.805,4899.336,4949.955,4999.443,5047.561,5094.114
